label,x_train
neutral,Poland criticize the 18th amendment. The new frame has been opened. None of the topic was on that earlier. #UPRLKA
positive,"da 1st chinese song ever that interests me ^ ^ --&gt; http://t.co/TnDnBgyt .. this is OST for drama In Time With You,n the drama was good! :)"
neutral,"RT @fauxjohnmadden: With the start of NFL Preseason upon us.. Tonight marks the beginning of the Raiders season, and the end of the Raid ..."
neutral,"@astitchintime @charliemoontm we have the new laptop for skyping! We fly to Ireland wednesday morning, perhaps we can skype before then?"
neutral,"Don't forget tomorrow's Girls Night w/Tia &amp; Tamera 9e/6p, Girlfriend Confidential:L.A. 10e/p &amp; Chelsea Lately with Kristin Chenoweth 11e/8p"
positive,If your in Huntsville that Halloween discount is valid in person jus hit me up &amp; you'll get it tomorrow
negative,"I was holding my breath , hoping it would not be left forgotten , or on a list of things for him to get to later ."
positive,@R_Roddy_Piper wow the world may cave in on itself! Piper and Mike D of @beastieboys in the same picture #heroes
negative,"stop that my dude...""@KButter5: dook football, even the sun shines on a dog's a$$ some days. #UNC"""
positive,#SkateNight Tonight 8pm Stardust Skate Center FREE b4 9:30pm Hosted by #SAAB its always fun when you rolling!!! haha x5
positive,Looking forward to going to Carrow Road with my brother tonight #coys (he must've forgiven me for my behaviour at White Hart Lane in April)
neutral,"October is like the road to WrestleMania in reality. Halloween = Royal Rumble, Thanksgiving = Elimination Chamber, Christmas = WrestleMania."
negative,wah liao i dunno why you bother to include him in our group when no one likes him!! arghhhhhhhhh! you will be the death of me!
positive,good to hear darien is doing good in school too :3 i have been okay i guess .
neutral,Beyond Obama's Hope: the work of Shepard Fairey http://t.co/mirRNqMR
positive,"SAG For Life: Stacey, April, Gabriel irieapril #mrandmrscheek happy wedding day Gabe! @ North Star Ballroom http://t.co/ywlcBEuN"
positive,Going to Buffalo Wild Wings tomorrow with my life long friend Israel and my brother.. That's what I call a good night. #KnicksNation
neutral,FasTracKids Back to School Reading Club - You may have started getting your child back into the routine of an... http://t.co/yO5j3Mba
positive,recap. I saw Bad 25 on Tuesday. The Spike Lee Documentary on Michael Jackson. It was beyond amazing. &amp;&amp; it was only showing for 6 days.
negative,"interview at KFC tomorrow, how the fuck I'm going to understand a single work said idek, i hardly understood the interview set up"
negative,Why does jeff foxworthy host are you smarter than a 5th grader? He isnt even smarter than a 5th grader #romney08
positive,"With a 7-2 win last night, the Norfolk Admirals tied the American Hockey League record with their 17th consecutive win. Fantastic stuff."
neutral,"Photo: Flatbush Zombies, Santos Party House October 17th! #ACIDALUMNI (Taken with Instagram) http://t.co/PYtQP9ej"
neutral,Dallas did 'Dalllas' Thursday night at premiere of the new TV series at Winspear Opera House http://t.co/u6ggZxsf
positive,Hope to see you at our Social Media Week event in Glasgow tomorrow. http://t.co/YNAgaYB8 #smwfilmcamp
negative,"Man, I'm sorry for the death of MR.MITCH LUCKER. May he rest in PEACE."
positive,"MARCIA GAY HARDEN is 52 today...loved her #SVU roles as an FBI agent, and especially the ""Amanda Knox"" movie."
negative,really bored of this host on Super Sunday doing nothing but talk and rave about Man Utd #BiasPrick
negative,I really thought HISD didn't have school tomorrow because it was Christopher Columbus day.
positive,"Have to admit, I very much liked the banner Man U fans had at SB yesterday 'Chelsea standing up to racism since last sunday' haha"
neutral,"Jeremy Lin may have a lil Chinese wiener, but he still gets #Hard4Harden"
neutral,@dvfoos no more mentioning of FlatBush Zombies. Are you going to his concert tomorrow?!
negative,@ingrid_wien Asa and Kim bought me a Swarovski rose for Mothering Sunday. I haven't a clue what to do with it. It is still in the box.
positive,"Sunday means Eggs Benedict and Florentine at the Iguana! Another beautiful morning, come on out and enjoy the pool and 2 x 1 Bloody Marys!"
neutral,Premium Version of the IPad 2 May Be in the Works http://goo.gl/fb/kmD8b
neutral,The 49 car will return to Eldora Speedway this Friday and Saturday for the Kings Royal weekend..   Come out and... http://t.co/5rDtxu6O
positive,Get the Skinny on Verizon announces Ice Cream Sandwich for Motorola Droid Bionic: After waiting for what may hav... http://t.co/tlq6roQG
positive,Don't forget to send kids Wednesday with candy. (Bet you never see me say that again!) Halloween candy to be donated to the VA Hospital!
neutral,RT CBSAtlBreaking: Jury selection begins today in the trial of Conrad Murray. He's the doctor charged w/ involun... http://t.co/Vxs4cz6
negative,"Was going to watch Brooklyn Nets - New York Knicks tonight but it got postponed, Knicks gonna get butt-fucked by Miami tomorrow :("
neutral,"If your thoughts are turning towards Christmas &amp; you live in Bucks, I'm giving a talk on Dickens &amp; Christmas at Amersham Library, 15 Dec."
neutral,"Wales' Rugby World Cup squad will be named at 9:00pm tonight, Melbourne time. We'll soon find out whether the... http://t.co/FzPpyp2"
negative,Terrible tragedy today in Russia with the loss of a great KHL team and an NHL great in Pavol Demitra
positive,Lots of students interested in UK study at the DEC fair in Kyiv today
positive,Headed to McAdory High to speak to the football team. Get these boys ready so they can straight boom on Brookwood tomorrow night #LehGo
neutral,"I'm not Mexican on cinco de mayo, I'm not black in Feb &amp; I'm not Chinese on the Chinese New Year so you're not Irish on st. Patrick's day."
negative,nope. not at home now. and wont be going town todae.
neutral,Even when you've bought your 6th investment home with Harry Styles and Sakina calls Niall 'sayang' or 'abang' cause they kahwined omf
positive,"@MezaJudy thats it, I'm calling you out. we're gonna fight. be at calle 116 at 9:55 pm on friday, if you don't show then i win by default."
neutral,I feel quite sian.. how abt i just pass u the cd and i take home use cases to do?
neutral,"I had to march to get MLK day as a recognized holiday in Greenville, mind you I 16yrs old when I did it!"
neutral,"@ashaLadawn yeah, Imma be in vegas from 18th-23rd so I just want a dinner in dallas with friends"
neutral,"Nothing is going to change between now and Wednesday. If Acta has went this long w/o being canned, might as well finish the season w/him."
positive,@MTV Yeah Buddy ( @DJPaulyD voice ) can't wait to vote tomorrow &amp; go to the awards &amp; meet the cast of My Super Psycho Sweet 16!
neutral,@SexSlaves at Irving Plaza NYC July 21. Chexk out the poster: http://t.co/Wn5wwnoe
positive,"Okay, okay...Saturday OT just became worth it...someone came with Porto's cheese rolls! YUM!"
neutral,Check out tonight's #Fan4Racing show! Lot's of talk about Danica Patrick &amp; you may be surprised by her stats. http://t.co/99irDJSJ #NASCAR
negative,George Zimmerman is not going to win this trial he may as well plead guilty
positive,"Yes , it totally sounds like a good sequel title ."
neutral,Henryville vs. Charlestown volleyball game Tuesday!! Who's going?! #AtHenryville #GonnaHaveADJ #CancerNight
positive,"UALR fights off 3 match point by ASU to win 27-25. We are going 5. ASU 1-0 while UALR 5-4. 5th time is SBC play for UALR, 1st for Red Wolves"
neutral,Do Ã¼ all wan 2 meet up n combine all the parts? How\u2019s da rest of da project going?
neutral,Alex Poythress had 11 points and 7 rebounds in his debut with Kentucky during an exhibition game on Thursday. He played 28 minutes.
positive,I have Austin n Dallas coming deep to Venue tonight.  HTown...lets show em how we do it out chea
positive,It's midnight on the east coast which means its @nickjonas birthday! HAPPY 20th BIRTHDAY NICK J!!!!!!!!!! &lt;333
positive,Now y'all know all that Halloween candy is gonna be on clearance tomorrow...you can save it for Valentine's day :)
neutral,The Nuggets kick off their season tonight and we're hosting Nuggets fans THIS Saturday to watch the Miami Heat... http://t.co/MwFf92pA
neutral,RT @sky1insider: Have you heard about the epic new sci-fi adventure Terra Nova coming our way? Here's the 1st trailer (feats dinosaurs): ...
neutral,@hannahcollisson Aged under 26 and keen to become a foreign correspondent? Apply for the Marie Colvin scholarship http://t.co/o42arwun
neutral,"Yearbook pictures for Jr.Larc's will be next Tuesday, the 6th at lunch at the library parking lot side"
positive,@tommacwriter Good luck tomorrow :) and  have you ever been to Scotland or Ireland.  And if you have did you like it?
neutral,"I posted 10 photos on Facebook in the album ""Super Saturday at Adam Rogers Park"" http://t.co/nQjPJSVL"
neutral,We've come all the way from canadia... on Caltrain to #stanford! #quatchi #s  @ 22nd Street Caltrain Station http://t.co/JV9VOUEt
negative,@asht0nizzle @susan_leperaxo Tomm and Sunday most likely. Not sure when I'm going back. No power in NJ
neutral,Monta Ellis / Ellis provided just five points on 2-of-13 shooting Thursday http://t.co/AErfHHuK #nba #playersnews
negative,Lakers vs Heat on Jan. 17th! It's D Wade's b day... I feel bad he'll lose on his birthday lololol
positive,"We have another skate class this Monday at the Skate Center! It's from 6:30-7:30! Bring yourself and your kids, fun times will be had!"
neutral,Somalia will arrive in Uganda on 8 November to give the team time for 15 training days before the start of the Cecafa Cup.
neutral,"The $5.00 tickets for Jonathan Kozol are going fast!  Last chance to buy at the OEA Center will be Thursday,... http://t.co/vbcJW2t6"
neutral,"We ""Get Together...so we can ""Get it Together!"" Join us for a Women's Day Celebration on Dec.1st!! http://t.co/7MtXb4WT"
positive,"Happy Valentines Day &lt;3 !!.....yes, in Brazil, it is celebrated on June 12. Your mind = blown !"
positive,Sure ah my love.... I will pray for u... Okie! Blow a kiss to u :??
neutral,"@1rgcruz @lyndajumilla take the cue from Enrile and Cuevas. Besides, may stem cell na. Ha ha."
positive,"This ""Too Cute"" puppy show on Animal planet might just be the greatest thing ever. I may never leave my room. #HomeworkCanWait"
neutral,Championship: Team news: Bellamy in frame for Cardiff: All the team news from Saturday's Championship... http://t.co/Twzk98l4 #Mogganaut
positive,"Got to love the idea of night bouquets , as cheeky as they are ."
neutral,"Next Friday at Airline Skate Center ,Micheal Jackson tribute night. Friday Night 7-11 , Ill be on the 1s &amp; 2s."
positive,Heading back to Chesterfield for a job tomorrow after an intense & amazing few days in Derby with the @lostalone lads! DVD is looking ace!
negative,I just came back from Mexico city... I will fail 2 subjects for not going to school for a week. If Rih comes to Mexico in the 14th. OMG...
positive,Congrats!!! to the Philippine Patriots for winning over Singapore Slingers last saturday... Go Patriots!!! :)
neutral,[BBC-Africa] Somalia announce Cecafa Cup plans: Somalia will arrive in Uganda on 8 November to give the team tim... http://t.co/eYamxD6J
neutral,"@alfredoflores follow @amandawanxo , on november 26, find her outside the bell center and meet her. please? &lt;31"
neutral,@alisonboner yeah KJ sent an email out yesterday with info and she said she'll Follow up with another email tomorrow with the details
neutral,Gotta make my dinner run before my ABC Sunday lineup starts...
neutral,Vanilla Bean Ice Cream Sandwich with Chocolate Ganache - Chandler May http://t.co/IKn0OhVH
neutral,Can it please be Wednesday and POTUS has been re elected. Then we can move this country #Forward!
positive,@ArianaCurdles lol you mean pronounce it? Idk either..hmm...I like to say it like 'hair-may' or 'hair-mess' LMFAO IDK OKAY. xD
neutral,"RT @WDWNT: Rumors say it is ""Tangled"" and it may replace Beauty and the Beast at Studios and Aladdin at DCA. Just a rumor for now..."
positive,"@MsSarahRedshaw Our new, delicious dishes may be alright: http://t.co/daK3WtGp (Check with your doc first!) #RamenWins"
neutral,@Nonamalone313 Boss lady Bamboo on Sunday Come Do it Major with BDR
neutral,After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor\u002c no other place to go liao...
neutral,"RT @DanishBelieber: lol, imma Real Madrid fan, i dont want Barca to win :D. And I can see that Barca is winning, crap haha. C'MON REAL F ..."
neutral,@marionjoseph7  going sylvia park tomolols and den night market l8ter on that same day and then early bed and sunday idk aye?
negative,"Sunday Dialogue: Curing the Health System: ... fostered by Republicans who place ideology over country, took tha... http://t.co/XDBUYLw"
positive,"@alfredoflores follow @amandawanxo , find her on NOVEMBER 26. meet her. she'll be at the bell center by 4:00pm ITS HER DREAM 2 MEET U!!90"
neutral,"Teaching, then rehearsing.  Show with the GNR Tribute band this Friday in Cranston, RI at MARDIS GRAS!"
negative,I -may- be the only girl on the face of the earth that DOESN'T find Channing Tatum attractive. #callmecrazy #justsayin #donthateme
neutral,"@docbungle I may relent and get one myself, but I hope it doesn't come to that. Hopefully all the decent apps will get ported to android"
negative,"Not able to watch the Enrile documentary, but I've a sense he (yet again) won't like tomorrow's INQ editorial."
neutral,RT if you think that John Cena is going to win at Summerslam this Sunday
neutral,"RT @VanRage: I wanna walk the Brooklyn bridge one day, on a really nice night"
neutral,@A_Bautista26 Wow really? I go to Mexico every December to spend the holidays over there.(:
positive,"Photoset: For the adorable and loveable man, Song Joongki, Happy 27th Birthday! Despite your looks not... http://t.co/ezhMRagJ"
positive,My mom works with the mother of the girl that won Homecoming Queen at PHS last Friday and the company just sent out the sweetest email.
neutral,Darren say u and him together already ... Izzit true ?
positive,Good morning! E PE covers all chapters except 8 right? I am so sleepy? Btw\u002c u said tt Wed want 2 go JE huh. Ok lor. What is e thing tt can be done there only.
neutral,Season 3 of Sons of Anarchy needs to hurry the eff up already. Come on August 30!  #addictedtonetflixinstant
neutral,"As confirmed on tonight's episode of Monday Night Raw, CM Punk and WWE Legend Mick Foley will both captain teams heading"
neutral,"RT @gabrielst: The only dirty bombs on Sunday will be the ones launched by Mark ""Dirty"" Sanchez and the Jets as they pummel Romo's Homos ..."
positive,"The best thing about Walking Dead returning is it means Spartacus will be back soon too! (Dammit, Starz site says January)"
neutral,"View of my schedule for the rest of the week?? Today: work than class, Wed: HALLOWEEN at work, Thurs: Work YOUNG LIFE, Friday: Work than...."
neutral,Take care
neutral,"GBU PM ready for reply on coal blocks: Congress: New Delhi, Aug 22 (IANS) With the Bharatiya Janata Party (BJP)... http://t.co/Nf9Nqdaa"
neutral,Final hours for 2012 STN challenge.  Groups working on first drafts.  Tomorrow 2 pm HST is the DEADline
positive,1st team game looks set to be on with sunshine in Lechlade
neutral,NEW MIXTAPE MONDAY!!! HOSTED BY @djyoungcee and Trina!!! I KEEPS it moving!!!!
neutral,"Former #Mizzou RHP Kyle Gibson (#Twins) will start in the Arizona Fall League Rising Stars Game on Sat, 7pm on MLB TV."
positive,Twitterverse blowing up about Shannon Sharpe's awesome Hall of Fame speech. We'll have the video clip on NFL.com a little later tonight.
neutral,Ganda din pala ng Unofficially Yours :) may pagkafriends with benefits! But the thing na ganda ng pagkaarte ni JohnLlyod and Angel! EPIC! :)
neutral,@LanceFischel5 Dana asked when Chael started his job with FOX and Chael response was Oct 1st on FUEL TV
positive,Stayed up too late to watch the 1st ep of Sons of Anarchy. New favourite show! #sonsofanarchy
positive,@bruce_arthur Some of the Calgary runners heading to NYC are going to be cleaning up debris on Friday at Rockaway Beach. Great story.
positive,Sun flower seeds are just to delicious
neutral,EVERY FRIDAY join us for Mass at 9AM &amp; 5:30PM + all day ADORATION at St Angela's #Mattapan Catholic Church @BostonCatholic #Boston bilangual
neutral,guess who paid for an NBA League Pass &amp; guess who's watching his team lose for the 2nd night in a row... FML!
positive,"RT @Funnyusername96: Four Lions tonight on C4 @ 9.00pm. Watch it if you haven't already, f*cking hilarious film."
neutral,For all of you that havent already heard theres a car bash for DECA tomorrow. Bring a dollar and support WKHS and DECA #BeatLexington
neutral,envy everyone going to the Big Bang shows tomorrow and Saturday. ;_;
neutral,The birthday boy and his lamb. The lamb's name is Balki. Come out to the Volstead tomorrow for a taste. #ouimybuddy http://t.co/QhjXM968
positive,@ForeverFlailing Well you better be dancing on the 25th! :D No but you went cray at Niggas In Paris. :)) I FEEL LIKE DEATH.
positive,@TheDallasDiva @jdmolina1 hit Cool Out at the Gin Mill for a special Sunday night edition. Then Doublewide or the Goat for the late night!
neutral,"#MentionDateIWillNeverForget.. The Saturday Of the Strawberry Festival, Which i think was 6/17/12"
neutral,Why would you not want to spend all Sunday at a Youth Soccer turnament? Mequon cup Baby. (4100 W Highland Road 128N)
positive,Pretty excited to be singing at Westfield Parramatta this Saturday at 10.30 &amp; 2.30 on the main stage! Who lives in Sydney???
positive,@CBethM Pratchett rocks. he's always 1st choice for BritLit kids picking 1st book for Reading Club
positive,LMAOO! @NVme68 gonna have to fight me now... Think Ima wear my Warriors gear tomorrow just cause... LOL
neutral,Master Liam's BDay Party! @MasterLiam This Saturday on the Dr Susan Block Show! Join us Live in Studio by RSVP here:  http://t.co/JtaRqDcG
positive,@QueEstoy_LOCO it's okay we gone finish off the Spurs tomorrow
positive,It may be 2:30 but I finally got to watch the new Batman #sacrifices
negative,@Sessell2012 Just the HOYS qualifiers that didn't take place on Wednesday and Thursday of the Great Yorkshire Show.
negative,"Hackers have already defeated windows 8, and ReadWrite Mobile ranked it 5th in interface design, behind iOS and Android."
positive,So #CabinFever2 isn't as good as the 1st one...it's better than Taylor Allderdice tho @krdzn
neutral,Wha now already buy dinner? U got car then why dont u drive? Anyway i think i not bringing extra clothes. But duno wat 2 wear. Thought if we left early go out.
neutral,@LiamGib We've got the sponsor form and box on our desks. I think Becky is going to send an email tomorrow.
neutral,Is the Workman vs. LP game this Friday?
neutral,@ellymarie3 @dhb7 @CommonCrud @dcepa @KentSailor @BeanfromPa @SpEdChat @OlgaKaplan *Why wait till 11th grade?Rigor waits 4 no1!3rd?
neutral,WOW. RT @AdamSchefter WR Titus Young is the only one of the Lions top three picks in April still standing.
neutral,"I feel your pain though , it is not like the UK has much local cuisine to tout either ."
positive,"Later start this morning - off to get the stitch removed from my arm, then up into Cumbria we go and Scotland tomorrow! #lejog go go go!"
positive,: : hugs : : i am so sorry hon ..
neutral,"I just saw 30 seconds of TP's ""Good Deeds"". He's a 5th generation ivy league graduate? I mean there were a few but... #soextra"
neutral,About to watch the 2nd half of season 2 of Breaking Bad on my long flight to Hong Kong #buzzin
neutral,From tomorrow 5 days Eid holidays in Muscat.  Plans afoot to see a little of the interior with friends.  Eid Mubarak!
negative,We were going to go to the Great Yorkshire Show on Thurs. For hub's bday. It got cancelled. He is v sad.
neutral,"KUALA LUMPUR -- The long-haul arm of budget carrier AirAsia said Monday it would suspend operations to Iran, cit ...  http://t.co/UW0IazVs"
positive,RT @CraigyFerg: The lovely @Officialkat on the show Friday. Until that beeyotch showed up Andy Rooney and I were the hottest mamacitas o ...
neutral,Released 1st Open Source version of Karm. A Task management application in Lua. Check it out http://t.co/pIDnxqX8
neutral,Going embargo i dun think so buy i dunno who is going as well meeting at one fulleston
neutral,Alright nicky Fwd: From: 4028890972 Sent: Nov 1 10:28pm Message: Idc what he says.
neutral,"Halifa Ayan Yusuf is 21 Years Old, she was born in Hargeisa in Somalia n she is ready for the finals at the Mlimani City Hall on December 7"
negative,I'm so pist that I might not be able to go to the Volleyball game tomorrow
negative,@justin_kaoma Dope night with the Eagles .did #sangz1 tell you he deleted all the pics
positive,@thechristiemud I start next Monday. Yay. Argus is good. have you been up in london the whole time? Thank you!
neutral,US: Sen John McCain called Monday for US to begin another war with airstrikes on Syria   - Breaking News Buzz http://t.co/UJa6So4f
neutral,FM Preview: Derby County v Peterborough United 28 Apr 2012: FootyMad attempt to assist you with their form guide... http://t.co/BC3AKuFW
neutral,Gareth Bale has warned his side not to take Norwich City lightly as the two sides prepare to battle in the Capital One Cup on Wednesday.
positive,Big day tomorrow! All sandy is gonna do is give us a half as BJ! EASTBOUND on stage at BIG FISH SHTICK 2:30pm. Then ZOMBIE BAR CRAWL!
neutral,Oscars Well makes his debut over fences at Punchestown tomorrow. It looks as though he'll have Plan A and Darwins Fox to overcome.
positive,"Threshold's new video for ""Staring at the Sun"", which was selected from a fan video contest. http://t.co/136f598f"
negative,i cant make it on tuesday... how?
neutral,Effort pa friends!!! Sarah G. Day is down to the 3rd spot nalg. Huwar patibag! :) @POPSTERS_FSG @popsters25 @SARAHGupdates @sarahgfans
negative,I have bad pains in my back and feel tired a lot .
positive,Good thing there is a computer to procrastinate with .
negative,Okay if you go to Elon University and do not go to the Rip_Chords concert Saturday...you're sinning.
positive,"Tickets for the France, Belgium, Netherlands, Germany, Denmark, Norway, and Sweden TMH tour go on sale tomorrow! Good luck! :)"
positive,@TThomasxoxo 1win from the Superbowl! Game tomorrow at noon! Git r done! http://t.co/n8ptYIrE
neutral,"@NJROD Here are the official settings for Gears3 for July 21st. Execution maps- checkout no swaps, clocktower swap out boom for digger and"
negative,USA Golf Today Bob Ryan: Tiger now a JAG (Just Another Guy): Bob Ryan of the 'Boston Globe' called Tiger Woods ... http://usat.ly/mZDjVU
positive,@justinbieber I'm so excited because you are coming to Mexico City in October! I love you Follow me please #NSN
positive,I will consider Arsenal to have the potential to win Premier League this season if only they beat Manchester United tomorrow.
positive,Otw back to La Salle!! Hehehehe watched Unofficially Yours for the 2nd time w @jantiamwatt & @superxmaika!
positive,noel fielding may be one of the greatest people alive.
neutral,Back and forth at Baylor Ballpark. Dan Evatt 2 RBI single gives #Baylor a 6-5 lead over Texas A&M in the bottom of the 6th.
positive,@KevinHart4real on Comedy Central tonight @ 9...I'm a Grown Little Man and Seriously Funny...I'll be glued to the tv
neutral,"Forecasting with Dashboard Confessional's ""So Impossible"" EP &amp; ""Swiss Army Romance"" on this cool November 1st morning."
positive,@lukeymoore Good luck tomorrow! I did it once. Big David James and Harry Redknapp started the race. They wore bomber jackets...
positive,"Morgan State &amp; Hampton Univ go head to head at the #NYULClassic on Nov 17 @ Yankee Stadium! @hbcu, we'd love to see you there!"
positive,SPECIAL Conference Call tomorrow the 7th at 7:30 PST - 10:30 EST Featuring Doug Wead! Doug is going to give us a... http://t.co/TZf81PDW
neutral,Is the band White Arrows good? Might go see them on Friday #justwondering
neutral,"Jennifer Aniston, Justin Theroux high end shopping; time to decorate the crib: Tuesday, E! Online shared the vid... http://t.co/8Q6Plbfm"
neutral,haven't watched TTOA with Eng Sub yet. gotta sleep now. gonna watch it tomorrow. (~O~)zZ Gud nite tlist.
neutral,@QBKILLA Good morning Killa! Who's your pick for the Georgia - Boise State game this Saturday?
neutral,"Films at the Pratt: Ghost Rider: Spirit of Vengeance, FREE screening, Sat, Aug 4, 1pm, Southeast Anchor http://t.co/qAEMXmpb"
positive,Hey. Good job on e gift. I like e earrings alot. I\u2019m amazed u remembered that i like those kind. Thanx.
negative,why you sian? wouldn\u2019t be going back today as it is still raining heavily here too. going back tomorrow instead.
positive,Hope everyone is out having fun at the 2012 Roncesvalles Polish Festival today and it's on tomorrow too!
neutral,Hey ppl... I\u2019ve got a project open house on friday at ntu auditorium.. Come visit my booth if you are free! ? it\u2019s from 9 to 3..
positive,PUMPED to open the season tomorrow night against Georgetown!  Women's Preview: http://t.co/1k3PAK3C | Men's Preview: http://t.co/n5oFat9V
positive,Watching The Lorax with my boys.. Happy Saturday
neutral,@Lo_x0 I will! I just won't be at Star tomorrow night (Friday). But half our staff and DJ will be working at Bang too lol.
neutral,Storms are starting to pop. Storm motion today in Tampa Bay is NW at 10-15mph so if you see dark skies to your SE...
neutral,"#Forbes The NYSE, NASDAQ and the other US stock markets all made a wise decision to take rain days on Monday and... http://t.co/fByYLxbm"
neutral,Oh\u002c I see...thought u r doing some voluntary service or something like that
positive,"I knw my ish!... ""Kev hart voice""...lol! Happy sunday!RT @DiMaaHhh: Lol:-pRT @Credo_Liyo: If kevin hart make u ... http://tmi.me/e7wz4"
neutral,Can you help me check out the price??
positive,"Does anyone remember when we had to chose racers for the Iditarod thing in 6th grade? I had Zoya DeNure, along with 100 other people..loll(:"
neutral,"Jan with the new cat at Royal,Star and Garter #solihull http://t.co/MlmndyVm"
neutral,Tomorrow weather goin be the same as today. everybody just come to school NEKKID.
positive,RT @Nick136 Astonishing! Police raid Milan offices of Standard & Poor's http://t.co/QKXH4vb || Did u see this? This is the 1st time I have!
positive,@Bangz_InYaMouth woosahhhh it's Courtney! Long time no see from 1st lady!
neutral,High Pay Centre is hosting Business in Crisis at #Con2012 tomorrow 6:30pm Jurys Inn http://t.co/Z6eZNvK8 with Jesse Norman &amp; Guy Opperman
neutral,so what are yur plans today? going out?
neutral,@zavvionline the 1st Deus Ex game was only ported to the PS2 home console. #DeusEx
negative,I can't believe Aaron Carter is coming out with his 4th album Tha Carter IV
negative,I think not going lah\u002c so sorry\u002c dun b angry w me k.
neutral,Oh if I were actually in the same state as you ...
positive,I can't wait for october! 2@justinbieber concerts! :) & I get to visit mexico city for the 1st time! Great way to celebrate my sweet 16!
neutral,@PatienceMaddox Hey! Are you going to Noel Fielding with us on Friday?
positive,"Nicki Minaj - Pink Friday, up 15 places, to #16 on the Official UK Top 40 :) http://twitpic.com/62iohc"
neutral,"Jimmy Kimmel Live - Axl Rose, Part 1: Part 1 of Jimmy Kimmel's interview with Axl Rose.Added: Thu Oct 25 11:02:2... http://t.co/u2bDsf5k"
neutral,"Jay Paterno, former Penn State assistant football coach and son of Joe Paterno, said Sunday night that he was at an event when a..."
positive,Celebrity Juice is the highlight of my Thursday night.. Keith Lemmon is hilarious hahaha
negative,"@HartsPub ru showing the All Blacks v Tonga game Friday nite? With the sound up? Definitely not showing the league, right? #RWC2011"
positive,@HBBlanks @kaycegilman20 sparks fly by Taylor swift may or may not have been in the background. It was moment I'll never forget lol
neutral,"#vashon is already abuzz with the news that 2013 Strawberry Festival is the 3rd week of July. Calanders are being marked, plans being made."
positive,U wake up already? Thanx 4 e tau sar piah it\u2019s quite nice.
neutral,Photo: nationalpostsports: The buzz: The Steelers shut down Robert Griffin III and the Redskins on Sunday.... http://t.co/i9QURvrv
neutral,One of the main influences for @GOTK's 2nd album is Michael Jackson... No joke.
neutral,November 21 Yung Nation going to be in Monroe at the club its high school night
negative,"@sinbadbad I do believe Trayvon may be innocent or may not, but I don't like it when people gin up mobs &amp; hate even if they don't mean to."
positive,"If you are in #OrangeCounty / near Laguna Hills, please come visit me at Awakenings this Thursday at 7PM! http://t.co/nDH2xQRT"
positive,"@Yuki_18_j Good morning, yuki~! Oh, i like your name too. Does It means snow? Riko isn't my real name, i've chose it because i like japan."
neutral,The lights will go out at Gampel and Calhoun will slide to midcourt on a wire Saturday to try to fire up the crowd. @SPBowley
positive,I can't wait to cruise Walgreens tomorrow for all the half-price avatars. #LOVEMEEEEEEEEE
positive,@NathanTheWanted would you be able to give @TheKeysUK a shoutout? They're gonna be on X Factor tomorrow Nath :) xx
neutral,"Ally McCoist has told the Sunday Mail he hopes Rangers can adopt a youth development model similar to Porto, Ajax and PSV"
neutral,"Yoga, Ninjas, Junior and Adult Gi Jiujitsu starts tomorrow at 8:30am!!!  Don't miss it!"
positive,Going to the Knicks Vs. Heat game tomorrow. #HYPE last time i went to a basketball game was when i was 9.
neutral,I would be at berkmar football game on  the 31st .
positive,"@jascurtissmith Did you greet Josh Bradley last sunday, his bday? I hope. I love your loveteam!"
positive,Big Bangs new season starts on the 27th YEAH BOII
negative,"Watching Les Mis 25th Anniversary concert. How long before the boy Jonas gives me rage, knowing Michael Ball was backstage?"
positive,Flyin to the bay tomorrow then kickin it in Fresno a couple days before going to Colorado #fuckyes
positive,Well it is more fun this way - having shared my pain .
positive,"I , too , will be sharing it w/ everyone I know :)"
positive,Free temple food\u002c NICE NICE? aNYWAY\u002c hARI RAYA coming soon leh. Geylang here got HARI RAYA BAZAAR & so on? hee? later da bAO dinner fr Geylang. Mmm.NICE!
neutral,"Today, life will be just like an episode of 60 Minutes...but with a young, cheerful Andy Rooney."
neutral,"Last licks for the #RedSox, coming up in the top of the 9th. ""Volare"" by the Gipsy Kings means it's Frieri time."
neutral,"@AmyVanDyken @DjFlowe Bret Hart, HBK, and Vince McMahon were now involved in the 2nd best screwjob ever"
neutral,"Timezones outside of Canada seem to confuse me, but I'm cheering for Tonga in tomorrow's #RWC opener.  At least, I think it's tomorrow."
negative,Just found a piece of candy that may have been injected with something. #Why
neutral,"Rugby fest at Padang: November 01, 2012 3:54 PMTOP class rugby action will take place at the Padang from Friday,... http://t.co/eYIJaA2e"
positive,@Irenie_M Irene Thank you very much for your lovely MTs today much appreciated! Hope you have a great weekend!
negative,I think those that care about Newcastle Utd. really need to stop this happening. http://t.co/59srzVYL
positive,"RT @VictoriaCoren: Oh look, Four Lions is on Channel 4 tonight. Do watch it if you haven't before. Brilliant film; I properly laughed an ..."
neutral,thursday morning freestyles. im the rap game white larry bird
positive,"Summer school tomorrow, and Ying is all hyped up, no sleep tonight"
neutral,"@Tokcik @TBlaqsta mxm wena Rebo, i know how to..and you guys are flooding up my e-mails.tltltltltlltltlt.Rebo and Tk, OST tomorrow night???"
